id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
268,2,5,3,5,2,2,1,2,91,88,90,91,38,66,40,94,3,11,4,4,5,4,3,3,3,2,3,3,1,8,8,8,8,8,2,8,8,8,8,8,8,8,8,1,8,4,8,8,8,3,3,2,3,3,4,4,2,3,4,3,2,2,6,1,3,3,3,9,4,4,1,3,1,3,3,3,3,3,1,3,2,6,2,3,3,4,3,4,3,6,2,1,3,2,2,2,5,1933,2
269,2,5,4,5,2,2,2,1,61,85,85,85,75,70,81,95,3,6,4,4,4,4,4,4,4,4,2,2,3,8,8,1,8,8,8,8,8,2,8,3,8,8,8,8,8,8,8,8,4,8,3,4,5,3,4,5,2,5,5,4,3,2,4,2,1,4,5,3,9,4,1,6,1,3,3,3,4,5,1,1,3,4,2,3,4,5,2,1,1,6,2,4,4,1,1,1,5,1996,1
270,1,1,1,1,1,1,1,1,81,93,62,98,27,95,81,87,3,7,5,5,5,5,5,5,5,5,2,3,1,8,8,3,8,8,8,8,8,1,8,8,8,8,2,8,8,8,8,8,8,4,1,2,4,2,2,4,1,4,1,6,1,2,3,1,3,3,7,2,3,3,1,4,1,2,2,2,6,6,1,3,1,4,2,4,2,4,1,1,4,4,2,4,4,1,1,1,4,1955,1
271,1,5,3,3,2,1,1,1,98,99,98,97,50,100,98,95,3,8,4,3,5,5,4,2,5,4,2,2,3,8,8,1,8,8,2,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,2,3,4,3,4,5,1,4,5,7,1,1,3,1,1,6,7,9,2,3,1,7,1,1,3,2,5,6,1,1,1,3,2,5,2,5,1,1,7,2,2,5,4,2,1,2,5,1952,2
272,2,4,4,4,2,2,2,1,9,19,98,51,85,36,9,94,,,1,4,5,4,1,4,4,1,3,3,,8,8,8,8,8,8,8,8,8,3,1,8,8,8,4,2,8,8,8,8,8,4,3,3,3,4,4,3,3,4,1,4,4,7,1,2,2,3,1,1,3,2,3,2,5,4,2,4,4,1,3,3,5,3,3,3,3,1,3,5,3,1,4,3,2,2,2,4,1975,2
273,1,5,4,5,2,1,1,2,0,50,50,50,50,0,50,100,5,7,5,5,5,5,3,4,4,1,3,5,4,8,1,8,8,8,8,8,8,8,8,2,8,8,8,8,4,8,8,3,8,8,4,5,2,3,5,3,1,1,5,1,7,1,1,7,7,7,7,4,9,5,1,7,4,7,7,5,1,4,1,2,7,4,3,5,3,5,1,1,7,2,2,1,5,2,2,3,5,1988,1
274,1,4,3,3,1,2,2,2,1,50,50,50,96,50,50,80,5,3,5,5,5,5,5,5,5,5,3,3,4,8,2,8,8,8,8,4,8,8,8,3,1,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,5,2,4,2,3,1,5,4,2,9,4,4,2,2,2,4,4,4,3,3,1,2,4,4,3,3,2,2,1,1,1,6,2,1,5,2,2,3,5,1957,1
275,1,5,3,5,1,1,2,1,100,100,99,100,78,91,60,100,,,5,5,5,5,2,2,2,2,1,1,,3,8,8,8,8,1,4,8,8,8,8,8,8,8,8,8,2,8,8,8,8,1,1,5,1,1,5,1,5,5,997,7,1,1,1,1,2,7,5,9,5,5,7,1,1,1,3,1,1,1,1,1,6,2,5,2,5,1,4,1,6,2,1,1,2,2,2,5,1947,2
276,2,4,5,5,2,2,2,2,4,15,100,20,90,8,1,12,4,9,1,5,3,2,1,5,4,1,4,3,2,8,8,8,8,8,8,1,8,8,8,8,3,8,8,2,8,8,8,8,8,4,4,4,3,5,4,4,5,2,5,5,4,7,7,1,5,4,1,2,9,4,1,1,2,7,7,3,2,3,2,2,7,7,5,5,5,5,2,1,7,4,1,1,1,2,2,2,5,1959,1
277,1,4,1,1,1,1,1,2,89,69,71,70,70,91,79,93,,,4,4,4,4,4,3,4,4,2,1,,8,8,2,8,8,4,8,8,8,8,8,8,8,8,1,8,3,8,8,8,8,1,2,5,1,2,5,1,5,5,7,1,1,2,1,1,3,7,4,4,4,1,7,1,1,1,1,7,7,1,1,1,4,1,1,3,5,3,1,1,6,2,2,2,1,1,1,5,1946,2
278,1,2,1,3,1,2,2,1,93,56,73,64,69,76,48,96,,,4,4,5,5,4,4,4,4,2,3,,8,8,8,8,8,4,8,8,1,8,8,8,8,8,8,8,3,8,8,2,8,2,2,5,1,2,5,1,5,3,6,1,4,4,1,1,2,5,9,4,4,1,5,1,2,3,2,5,6,1,3,1,4,2,4,3,4,1,1,1,6,2,1,2,1,1,2,4,1977,2
279,1,1,3,2,2,1,1,2,0,55,55,22,70,6,1,15,5,9,2,4,2,5,1,4,1,1,5,5,4,8,8,8,8,8,8,1,8,8,8,3,4,8,8,8,8,8,8,8,8,2,4,4,4,4,4,4,4,4,3,1,1,5,7,4,7,1,1,1,1,2,1,7,4,5,6,1,7,7,2,2,7,4,3,3,3,3,1,3,1,6,1,1,2,2,1,2,3,1958,1
280,1,4,5,5,2,2,2,1,5,63,83,36,50,22,5,56,5,1,4,4,4,4,3,4,4,3,4,3,3,8,8,8,8,8,8,8,8,8,8,1,8,8,8,2,8,8,8,4,8,3,4,4,4,3,4,4,3,4,5,4,2,2,6,3,4,4,4,9,4,2,1,4,1,4,4,2,4,6,1,2,4,3,4,4,3,3,1,4,2,4,2,2,3,2,2,1,5,1956,1
281,2,5,5,5,2,2,2,1,0,89,89,75,77,70,40,89,5,9,4,4,5,5,3,3,2,1,3,3,4,8,8,8,8,8,8,2,8,8,8,3,4,8,8,8,8,8,8,8,8,1,3,3,4,1,3,5,1,2,5,4,2,4,7,1,2,3,1,9,2,5,2,5,1,1,1,2,6,6,2,3,2,4,3,3,3,4,1,1,2,5,1,1,1,2,2,1,4,1952,2
282,2,4,5,4,2,2,2,2,43,72,71,63,63,53,22,86,,,5,5,5,5,4,4,4,3,2,3,,8,8,8,8,8,1,2,8,8,8,3,8,8,8,8,4,8,8,8,8,8,4,3,4,2,4,4,2,4,4,4,2,3,6,1,1,3,2,9,4,4,2,3,2,3,3,2,5,5,1,3,4,5,4,4,3,3,1,2,1,4,1,1,1,2,2,2,4,1955,2
283,1,2,2,2,1,2,1,2,97,95,75,98,13,99,92,99,,,3,3,5,5,3,3,5,5,1,2,,8,8,1,8,8,4,8,8,8,8,8,8,8,8,8,8,3,8,8,2,8,2,1,5,1,3,5,1,5,5,5,1,2,3,1,1,4,7,9,5,5,1,7,1,1,1,2,7,7,1,1,1,5,2,5,2,5,1,4,1,6,2,5,5,1,1,2,5,1949,1
284,1,5,5,5,2,2,2,1,90,100,50,62,59,16,30,93,,,3,2,3,4,3,1,3,2,2,4,,8,8,4,8,8,8,2,8,8,8,1,8,8,8,3,8,8,8,8,8,8,2,2,3,1,3,4,1,4,5,4,7,3,6,3,6,3,2,2,9,4,1,2,1,2,3,2,7,6,1,1,2,5,2,4,2,3,1,4,1,6,2,1,1,2,2,8,2,1954,1
285,1,4,5,5,2,1,2,1,6,50,50,50,29,31,5,50,,,3,3,3,2,1,3,3,1,5,3,,8,8,8,8,4,8,2,8,8,8,1,8,8,8,8,8,8,8,8,8,3,2,4,3,4,5,5,1,5,5,5,2,4,5,3,2,1,1,2,2,3,1,7,1,1,1,1,6,6,2,2,3,1,3,4,5,5,1,3,6,1,2,1,2,2,2,3,5,1951,1
286,2,5,5,5,2,2,2,1,14,71,75,47,75,13,0,31,5,8,5,5,5,5,4,4,4,1,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,4,8,2,1,8,3,8,8,8,3,3,3,3,3,3,3,2,4,2,2,4,3,2,1,1,2,1,3,3,1,4,1,3,3,2,5,4,2,1,4,4,3,4,3,3,1,3,1,5,2,1,3,2,2,2,5,1956,2
287,3,5,2,5,2,2,1,1,44,100,100,100,72,51,100,66,,,5,5,5,5,5,5,5,5,2,3,,8,1,8,8,8,3,8,4,8,2,8,8,8,8,8,8,8,8,8,8,8,1,3,4,2,3,4,3,3,4,5,3,2,3,1,1,2,2,4,4,5,1,2,1,2,2,3,2,3,1,3,2,1,2,4,2,4,1,1,2,4,2,2,2,2,1,3,3,1961,1
288,2,2,3,2,2,2,2,1,56,75,80,70,80,61,71,54,,,4,4,5,5,3,4,5,4,4,2,,8,1,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,2,3,8,3,3,4,2,3,5,2,3,4,4,2,4,3,1,5,4,7,5,3,5,3,5,2,4,5,3,2,3,1,3,3,5,3,3,2,3,1,3,1,6,2,2,3,2,1,3,3,1943,2
289,2,5,5,5,2,2,2,1,26,46,47,11,78,54,3,9,3,9,2,4,4,4,2,5,5,2,4,4,3,8,8,8,8,8,8,4,8,1,8,2,8,8,8,3,8,8,8,8,8,8,3,4,4,4,4,5,3,3,4,2,2,3,5,1,2,3,1,3,4,4,1,6,1,6,3,1,7,7,1,3,6,4,2,4,3,3,1,4,2,2,1,2,2,2,2,1,5,1961,2
290,2,5,5,4,2,2,2,1,10,47,70,50,95,21,50,80,,,4,4,3,5,2,3,1,2,4,3,,8,8,8,8,8,8,8,3,8,4,8,8,8,8,1,2,8,8,8,8,8,4,4,2,2,2,5,3,1,1,4,4,4,5,1,6,2,1,2,2,3,1,7,1,3,6,1,7,5,2,3,5,6,4,3,3,3,1,4,5,4,1,1,3,2,2,2,4,1940,2
291,4,4,5,5,2,2,2,1,51,55,53,55,58,54,59,52,,,3,3,3,3,3,3,3,3,3,2,,8,8,8,8,1,8,8,8,2,8,8,8,8,8,8,8,8,8,8,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,9,4,4,1,4,1,2,2,2,6,4,1,3,2,3,1,4,2,4,2,3,2,4,1,3,1,2,2,2,1,1986,1
292,1,5,5,5,2,2,2,2,25,87,99,100,100,80,82,96,5,9,4,4,2,4,2,5,4,4,3,3,2,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,1,8,8,2,8,4,2,5,5,2,5,5,5,5,5,4,4,2,4,4,4,4,1,9,5,5,1,1,1,4,4,5,3,3,1,1,1,1,2,4,2,4,2,1,1,5,2,2,2,2,2,2,5,1980,1
293,1,4,3,4,2,1,2,1,88,76,52,81,67,71,61,68,3,3,4,3,3,4,2,2,2,2,3,3,1,8,8,8,8,8,3,8,2,1,8,4,8,8,8,8,8,8,8,8,8,8,1,2,4,1,2,5,1,4,3,4,4,2,3,1,2,2,6,3,9,4,1,4,1,2,2,2,5,5,1,1,2,4,2,5,2,4,1,2,1,5,2,2,3,1,1,1,5,1947,2
294,3,5,5,5,2,2,2,2,68,91,90,80,81,59,50,75,5,11,5,5,5,5,5,5,5,5,4,3,3,8,2,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,3,3,3,3,3,3,3,3,5,997,4,3,5,2,3,4,3,9,4,4,2,4,1,3,2,2,3,3,2,3,4,4,4,4,2,2,1,4,2,5,2,2,2,2,2,2,5,1965,2
295,1,4,5,5,2,1,2,1,0,41,85,61,70,9,3,89,5,9,2,4,5,1,2,4,3,1,4,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,3,4,5,3,4,4,4,2,3,4,3,3,4,4,3,2,1,2,3,3,3,4,3,4,4,3,5,4,2,3,5,3,3,3,3,3,1,3,1,6,1,1,2,2,2,4,4,1954,1
296,2,5,4,3,2,2,2,1,4,93,85,87,81,53,46,54,5,4,5,5,5,5,5,5,5,4,3,3,3,2,8,8,3,8,8,8,8,8,8,8,8,1,8,8,4,8,8,8,8,8,4,4,4,4,4,5,4,2,5,2,4,2,2,1,7,3,7,9,3,4,2,4,3,4,6,4,5,5,1,2,6,3,3,3,2,2,1,1,2,5,2,2,1,1,1,2,5,1961,2
297,1,5,5,5,2,1,2,1,88,86,87,82,93,73,84,96,,,4,4,4,4,4,4,4,4,3,3,,8,8,2,8,8,3,8,8,8,8,8,8,8,8,4,8,8,8,1,8,8,3,3,4,3,3,5,2,5,4,4,1,1,4,1,2,3,3,3,3,5,1,7,1,3,3,2,5,6,1,1,1,2,3,4,3,4,1,3,1,5,2,1,3,2,2,2,5,1951,2
298,4,5,5,5,2,2,2,2,0,50,50,51,100,50,49,50,,,5,5,5,5,5,5,5,5,3,2,,8,1,8,8,8,8,8,4,8,2,8,8,8,8,3,8,8,8,8,8,8,3,3,3,4,3,4,3,3,5,4,7,7,7,1,1,3,1,9,1,4,1,4,2,4,1,1,7,7,2,2,7,6,3,4,4,4,1,4,4,2,1,1,1,2,2,2,5,1965,1
299,2,3,4,4,2,2,1,1,81,71,70,71,6,92,69,100,,,4,4,4,4,4,3,4,4,2,4,,8,8,2,8,8,8,8,1,3,8,8,8,8,4,8,8,8,8,8,8,8,1,2,4,1,1,5,1,5,4,7,1,2,4,1,1,6,6,5,9,5,1,7,1,1,1,2,7,7,1,1,1,7,2,5,2,5,2,1,2,2,2,4,4,1,1,3,5,1950,2
300,1,4,4,3,1,1,2,1,0,50,64,89,92,1,31,52,5,8,1,4,5,4,1,3,3,4,4,3,3,8,8,8,8,8,8,3,8,8,8,1,2,8,8,4,8,8,8,8,8,8,2,3,3,3,3,4,2,3,4,3,4,2,7,1,1,5,1,3,9,5,2,1,3,2,3,3,3,5,2,2,7,5,3,3,3,3,1,4,5,3,1,1,4,1,1,1,4,1964,2
301,1,5,5,5,2,1,2,1,70,67,77,99,100,70,71,99,3,7,2,2,4,1,3,3,3,1,1,1,1,2,8,8,8,8,8,4,8,3,8,8,8,8,8,8,8,8,8,8,8,1,1,1,4,1,4,5,1,3,5,5,4,4,7,1,1,4,2,9,4,4,1,7,1,7,6,4,3,3,1,2,4,1,3,4,3,3,1,4,1,5,2,1,1,2,2,2,4,1943,2
302,2,5,5,5,2,2,2,1,53,50,54,50,51,47,51,56,1,11,2,2,3,2,2,2,2,2,3,3,2,8,8,8,8,4,2,8,8,8,1,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,3,9,3,3,4,1,1,2,2,4,4,1,2,4,4,3,5,2,4,2,4,1,4,1,3,3,2,2,2,5,1969,2
303,1,1,5,4,2,2,2,2,1,48,69,62,87,50,3,70,5,8,3,4,4,3,1,3,1,1,4,2,2,8,8,8,8,8,8,2,8,8,8,8,8,3,8,4,8,8,8,8,8,1,2,3,3,3,3,3,1,2,5,2,4,2,5,4,1,4,1,9,2,4,2,3,2,6,6,3,4,4,1,3,4,4,3,4,3,5,2,3,1,3,1,1,2,2,2,4,5,1943,2
304,1,1,3,3,1,1,2,2,0,39,57,37,41,14,48,51,,,4,5,5,5,4,4,4,4,3,3,,8,8,8,8,8,8,8,8,8,8,8,8,3,8,1,2,8,4,8,8,8,4,4,3,4,3,5,4,3,3,4,4,4,5,1,1,1,2,3,9,3,1,1,1,4,3,3,5,3,1,1,2,4,3,3,3,3,1,4,3,3,1,1,1,2,2,2,4,1957,2
305,2,4,5,5,2,2,2,1,68,100,100,100,16,19,5,84,,,5,5,5,3,1,5,5,1,3,3,,8,8,8,8,8,3,8,2,8,8,8,8,8,8,1,8,8,4,8,8,8,1,1,5,1,3,3,1,1,5,1,4,4,4,4,4,4,4,9,1,1,1,1,1,7,7,1,4,4,2,3,4,4,5,5,5,5,2,1,4,3,1,1,1,2,2,2,5,1961,2
306,2,5,5,4,2,2,2,2,99,98,99,94,43,99,80,97,1,11,5,5,5,5,5,5,5,5,3,2,1,8,8,8,8,1,8,8,8,8,8,8,8,8,4,2,8,8,8,8,8,3,3,3,5,3,3,5,3,5,4,7,4,1,4,1,1,1,7,2,9,3,1,3,1,2,1,3,5,5,1,1,1,4,2,5,2,5,1,2,1,4,2,2,2,2,1,2,5,1945,2
307,1,4,5,3,2,2,2,2,0,81,49,81,94,0,0,22,5,9,2,4,4,3,2,4,4,1,4,4,4,8,3,8,8,8,8,1,8,8,8,8,2,8,8,8,8,8,8,8,8,4,2,2,2,4,3,2,2,2,4,997,1,1,7,1,7,7,1,1,2,4,1,1,2,7,7,2,7,7,2,2,7,7,3,3,3,3,1,1,7,2,1,1,5,2,1,1,4,1955,2
308,1,1,3,3,2,1,1,2,84,79,98,92,99,71,91,95,3,4,5,5,5,5,5,5,5,5,5,5,3,8,8,8,8,8,1,8,2,3,8,8,8,8,4,8,8,8,8,8,8,8,1,1,3,1,2,4,1,3,1,7,1,7,7,1,7,7,1,5,9,5,1,7,1,1,2,1,4,7,1,3,7,1,4,4,2,2,1,2,1,6,2,1,1,2,2,2,1,1963,2
309,2,5,5,5,2,2,2,2,0,50,50,51,13,19,30,50,5,7,2,3,4,3,2,3,3,2,3,3,3,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,3,8,8,4,8,2,4,5,5,4,5,4,4,3,4,1,7,3,2,7,7,3,6,9,3,3,2,3,4,7,7,2,7,7,1,2,7,3,3,3,3,3,1,1,4,5,2,2,4,2,2,3,5,1976,1
310,2,3,4,3,2,2,2,2,34,77,75,78,37,50,72,25,3,7,5,5,5,5,5,5,5,5,3,3,3,8,8,2,8,8,4,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,2,2,3,3,3,3,2,3,4,1,4,2,5,1,1,4,3,3,9,4,1,6,1,4,4,2,7,7,1,3,2,4,3,3,3,4,1,4,7,1,2,4,4,1,1,2,4,1983,2
311,1,5,5,5,2,2,2,1,2,50,50,50,94,50,50,51,3,10,5,5,5,5,5,5,5,5,3,3,3,8,1,8,8,8,8,8,2,8,8,4,8,8,8,8,8,8,8,8,8,3,4,4,4,3,4,4,2,4,5,4,2,4,4,1,3,3,1,9,2,5,2,6,4,4,4,4,2,4,1,3,4,4,3,3,3,3,1,3,1,6,2,2,5,2,2,3,5,1954,1
312,1,1,5,5,2,2,2,2,1,60,90,69,96,0,0,70,5,9,2,4,4,4,2,4,4,3,5,5,2,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,4,8,8,2,8,3,2,3,1,3,3,1,1,1,5,1,2,2,2,1,2,4,4,1,1,4,1,2,1,3,4,3,6,3,2,2,7,4,3,3,2,2,1,2,1,6,1,1,1,1,1,3,4,1926,2
313,1,4,5,5,2,2,2,1,79,66,87,50,9,100,34,63,,,3,3,3,3,1,2,1,1,1,2,,8,8,4,8,8,3,8,8,8,8,8,8,8,8,8,1,8,8,8,2,8,4,4,4,2,1,5,1,5,2,1,1,4,4,1,1,4,1,1,9,3,1,3,1,3,3,3,6,4,1,1,1,2,5,5,5,5,3,2,1,3,2,1,1,2,1,1,5,1972,2
314,1,3,3,2,2,1,1,1,3,96,100,100,99,51,70,100,,,2,3,5,5,2,3,2,2,3,2,,8,8,8,8,8,4,3,8,8,8,1,8,8,8,8,8,8,8,8,8,2,3,4,2,3,3,2,4,4,5,7,1,6,5,4,2,4,2,3,4,5,3,2,1,2,4,5,4,6,2,3,4,2,3,3,3,3,1,4,1,6,2,1,1,2,2,3,4,1965,1
315,1,5,5,5,2,2,2,2,50,100,100,89,100,50,49,100,,,3,3,3,3,2,3,3,2,3,3,,1,8,8,8,3,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,4,2,3,3,2,3,4,1,4,5,4,4,6,5,1,2,2,4,2,9,4,1,7,1,2,1,1,7,7,1,3,3,2,3,4,3,4,1,1,1,5,2,1,3,2,2,1,5,1955,2
316,1,4,5,5,2,2,2,2,7,84,91,56,96,45,52,86,5,9,4,4,4,4,4,4,4,4,3,3,3,1,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,4,8,2,4,4,4,4,4,4,4,3,4,2,4,3,4,4,2,3,4,9,1,1,2,4,2,5,5,3,2,2,1,3,4,4,2,2,2,2,3,3,5,1,1,1,3,2,2,1,5,1947,2
317,1,3,1,3,2,1,1,1,100,57,71,100,100,100,8,100,1,11,2,3,4,3,2,2,4,2,1,1,1,8,8,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,8,4,3,8,1,3,5,4,3,5,1,4,5,6,1,1,2,1,4,4,1,5,9,5,1,7,1,1,2,3,6,6,1,3,2,2,2,5,2,5,1,1,1,6,2,2,2,2,1,4,5,1951,1
318,1,2,4,3,2,1,2,2,1,59,75,80,96,1,41,75,5,2,3,4,4,4,3,3,3,2,3,3,4,8,4,8,8,8,8,8,8,8,8,1,2,3,8,8,8,8,8,8,8,8,4,4,3,3,4,3,3,3,5,1,6,2,4,4,6,5,2,3,2,5,3,2,4,7,7,3,5,5,2,2,7,3,3,3,2,2,1,1,2,6,2,2,3,2,2,3,5,1940,1
319,1,1,1,1,1,1,1,1,100,99,33,48,68,100,50,56,1,3,1,5,5,5,1,5,5,5,3,3,1,8,8,8,3,4,8,8,2,8,8,8,8,8,8,8,8,1,8,8,8,8,5,5,5,5,5,5,5,5,5,7,4,1,1,3,3,3,3,1,1,1,3,4,2,1,3,3,3,4,1,2,4,3,3,3,3,3,2,2,3,2,1,1,1,1,1,6,1,1984,2
320,3,5,5,5,2,1,2,2,88,56,84,54,79,50,22,79,1,11,3,4,4,3,4,4,4,2,3,3,1,8,8,8,8,8,2,8,8,8,8,4,8,8,8,8,8,8,1,8,8,3,2,2,3,2,3,3,2,4,5,997,1,4,5,2,1,2,4,2,2,4,1,6,1,6,3,2,6,3,2,3,4,4,3,4,3,4,1,2,3,3,2,1,2,1,2,1,5,1956,2
321,3,5,5,3,2,2,2,2,100,99,90,91,41,90,50,94,1,11,4,4,4,4,2,2,2,2,1,3,1,8,8,4,8,8,8,8,8,8,8,8,8,3,2,8,8,8,8,8,8,1,1,3,5,1,2,2,3,2,3,4,4,4,7,1,1,4,7,2,9,2,1,1,1,1,1,3,6,6,1,3,1,1,2,5,2,5,1,4,1,4,2,2,1,2,2,7,3,1960,2
322,1,3,1,4,2,1,1,1,0,29,73,66,98,27,10,88,,,1,3,3,3,1,4,3,1,5,5,,8,4,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,3,8,2,4,4,2,4,4,2,4,2,4,2,2,3,5,4,5,4,3,9,1,2,3,3,2,5,5,3,4,5,2,2,5,4,2,2,2,2,1,3,2,5,1,1,3,1,1,1,3,1943,2
323,2,1,3,2,2,1,2,2,2,58,99,84,97,46,0,74,4,11,3,5,5,3,1,5,2,1,5,5,3,8,4,3,8,8,8,8,2,8,8,8,8,8,8,1,8,8,8,8,8,8,4,3,5,1,2,5,1,3,5,7,4,4,4,1,1,4,1,9,3,3,1,4,1,1,2,2,7,7,1,3,1,4,3,4,4,5,1,2,1,6,1,1,1,2,2,1,5,1972,2
324,2,5,5,5,2,2,2,2,91,39,93,55,41,28,27,13,1,9,2,3,4,4,3,4,4,3,3,3,1,8,4,3,8,8,8,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,3,3,4,2,4,4,3,3,4,3,3,4,5,1,1,4,4,3,3,3,2,4,1,2,3,2,4,4,1,1,1,4,3,3,3,3,1,3,7,2,2,2,2,2,2,2,5,1972,2
325,1,4,2,3,2,1,1,2,0,51,72,72,100,5,1,16,5,8,2,4,5,2,2,5,5,1,4,4,3,8,8,8,8,8,8,1,8,8,8,3,2,8,8,8,8,8,8,4,8,8,4,4,3,5,5,2,4,1,3,1,6,4,4,7,7,2,1,1,9,3,2,4,2,7,7,5,2,1,2,2,7,2,3,3,4,3,1,3,1,6,1,1,4,2,2,4,5,1974,1
326,2,5,3,5,2,2,2,1,75,69,69,3,50,71,0,92,3,7,4,4,4,4,3,3,2,1,3,3,3,8,8,1,8,8,4,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,3,3,4,3,3,4,3,3,5,6,1,2,4,1,1,5,2,4,9,4,1,6,1,1,2,1,5,6,1,1,1,7,3,4,3,3,1,1,1,5,2,3,2,2,2,1,5,1973,1
327,1,5,1,5,2,2,1,1,71,94,84,98,93,97,86,99,,,5,5,5,5,5,5,5,5,3,3,,8,8,3,8,1,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,2,1,1,4,1,2,3,1,3,3,4,7,3,3,1,2,2,7,1,9,3,1,2,1,4,3,3,1,6,1,3,1,4,2,5,2,5,1,4,1,6,2,1,3,2,2,1,4,1946,2
328,1,4,5,5,2,2,2,1,40,79,77,72,91,56,20,86,,,4,4,5,5,4,4,4,2,4,4,,8,8,4,8,8,2,8,8,8,8,8,8,8,8,1,8,8,8,8,8,3,3,3,5,3,4,5,3,5,5,4,7,2,4,5,3,3,1,4,2,4,1,4,1,4,4,3,6,6,1,1,1,5,2,3,3,3,1,1,1,6,2,2,3,2,1,2,5,1949,1
329,3,5,5,5,2,2,2,2,50,50,50,50,50,50,50,51,5,11,5,5,5,5,5,5,5,5,3,3,1,8,8,8,8,8,8,8,8,8,8,1,3,8,8,8,2,8,8,8,8,4,5,5,5,5,5,5,5,5,4,997,4,4,4,4,4,4,4,5,9,5,3,4,1,4,4,2,4,5,2,2,4,4,3,3,3,3,2,2,4,1,2,1,1,2,2,5,3,1968,1
330,1,1,1,2,2,1,1,1,98,69,52,87,40,94,56,97,1,11,5,5,5,5,4,4,4,4,2,2,1,3,8,8,8,4,8,8,8,8,8,8,8,8,2,8,8,1,8,8,8,8,2,2,4,2,3,5,2,5,4,5,2,1,2,1,2,2,6,4,9,5,1,6,1,2,2,4,6,6,1,1,2,2,2,5,2,4,1,3,1,6,2,4,4,1,1,2,5,1968,2
331,1,2,3,3,2,1,2,1,1,76,78,67,91,56,19,74,,,3,5,4,2,3,4,4,1,4,3,,8,1,8,8,8,8,4,8,8,8,8,8,8,8,8,3,8,8,8,8,2,3,3,4,3,4,5,1,4,4,1,5,2,6,2,4,3,1,9,4,5,2,2,2,2,2,4,3,4,2,2,4,3,3,3,3,4,1,2,1,4,1,1,3,2,2,1,5,1960,2
332,1,2,3,1,1,2,1,1,88,61,71,71,87,93,50,66,1,1,5,5,5,5,5,5,5,5,2,2,3,4,8,8,8,3,8,8,8,2,8,8,8,8,8,8,8,1,8,8,8,8,2,2,5,2,2,5,2,4,1,7,1,2,5,1,2,4,5,2,1,3,1,7,1,2,2,3,4,6,1,1,1,5,3,5,3,5,2,2,1,6,2,1,1,2,1,1,5,1945,2
333,1,4,5,5,2,2,2,2,16,73,48,48,70,10,26,49,5,9,5,5,5,5,5,5,5,5,3,4,2,8,8,8,8,8,8,1,8,8,4,2,8,8,8,8,8,8,8,3,8,8,4,4,4,4,4,3,4,3,4,2,7,2,4,6,5,4,2,3,4,4,2,1,4,4,4,3,7,6,1,2,7,3,3,3,2,2,1,1,5,6,2,2,4,2,2,2,4,1981,1
334,1,3,2,4,2,2,1,1,46,84,85,43,64,45,0,74,3,9,5,5,5,5,5,5,5,4,2,2,1,8,8,1,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,2,8,3,3,3,4,3,3,4,3,4,4,6,1,2,6,1,1,4,2,2,3,2,1,6,1,1,2,3,7,7,1,1,1,7,3,5,3,5,2,1,1,6,2,1,2,2,1,3,5,1992,1
